iter	Logloss
298	0.2019278509
299	0.2018615345
300	0.2016868056
301	0.2014874107
302	0.2013174286
303	0.2011689085
304	0.2010400975
305	0.2007895407
306	0.2005485974
307	0.2004343501
308	0.2003130535
309	0.2000784965
310	0.1998740462
311	0.1997784038
312	0.1994984663
313	0.1993414099
314	0.1991964558
315	0.1990296006
316	0.1988801926
317	0.1987360428
318	0.1985562293
319	0.1983450348
320	0.1981197204
321	0.1979170895
322	0.1976860308
323	0.1975312619
324	0.1974314727
325	0.1972521125
326	0.1970676226
327	0.1969106028
328	0.1967888436
329	0.1966575082
330	0.1965470009
331	0.1964433289
332	0.1962537096
333	0.1960966875
334	0.19585338
335	0.195724191
336	0.1954539759
337	0.195348456
338	0.1952134909
339	0.1950765821
340	0.1948813541
341	0.1947317512
342	0.1945338375
343	0.1943989475
344	0.1942843964
345	0.1941361339
346	0.1939288332
347	0.193821437
348	0.1935805245
349	0.1934330496
350	0.1932168796
351	0.1930950217
352	0.1929364032
353	0.1926828413
354	0.1925638962
355	0.1923689637
356	0.1921809071
357	0.1919998538
358	0.191870655
359	0.1917261432
360	0.191569456
361	0.1914294863
362	0.1913089339
363	0.1912234093
364	0.191050139
365	0.1909243533
366	0.1908309374
367	0.1907003531
368	0.1905438043
369	0.190429381
370	0.1902611533
371	0.1901399167
372	0.1900594873
373	0.1899000929
374	0.1897269236
375	0.1895928091
376	0.1893666843
377	0.1892485052
378	0.1891713673
379	0.1891206846
380	0.1889570129
381	0.1888552309
382	0.1886776402
383	0.1885364591
384	0.1883204045
385	0.1880887588
386	0.1880318223
387	0.187873709
388	0.1877951293
389	0.1875682104
390	0.1873153096
391	0.187147738
392	0.1869668044
393	0.1867711213
394	0.1866061018
395	0.1863814767
396	0.1862358321
397	0.1860507004
398	0.1859293805
399	0.1858267681
400	0.18572261
401	0.1855426113
402	0.1854711079
403	0.1853385019
404	0.1851265262
405	0.1849864578
406	0.1848145051
407	0.1847436502
408	0.1846137648
409	0.1845268739
410	0.1843802968
411	0.1841796818
412	0.1840886991
413	0.183854856
414	0.1837463488
415	0.1836701467
416	0.1835334078
417	0.1834117334
418	0.1832795378
419	0.1831298853
420	0.1829859864
421	0.1828318486
422	0.182745552
423	0.1825959311
424	0.1825067297
425	0.1824216779
426	0.182315099
427	0.1822299648
428	0.1820216409
429	0.1817938283
430	0.1816209697
431	0.1815240651
432	0.1812999695
433	0.181201899
434	0.1810200518
435	0.1808784091
436	0.1808198951
437	0.1807128052
438	0.1806331607
439	0.1805607654
440	0.1804239011
441	0.1803070306
442	0.180170246
443	0.1800008561
444	0.1799117738
445	0.179695329
446	0.1795725398
447	0.1794501273
448	0.179355675
449	0.1791917445
450	0.1790296575
451	0.1789193717
452	0.178769211
453	0.1785856129
454	0.1784627058
455	0.1783261193
456	0.1781776238
457	0.1780446483
458	0.17797013
459	0.1778827412
460	0.1777688358
461	0.1776838297
462	0.1776010502
463	0.1774823248
464	0.1773326364
465	0.1772086923
466	0.1771106663
467	0.1770204137
468	0.1769384577
469	0.1768277946
470	0.1766997484
471	0.1765834126
472	0.1764556606
473	0.1762623727
474	0.1762074796
475	0.1761073853
476	0.1759628104
477	0.175831703
478	0.1756782379
479	0.1755008375
480	0.1753533495
481	0.1752545898
482	0.1751003954
483	0.1749272222
484	0.174774496
485	0.1746823668
486	0.1745846713
487	0.1744835599
488	0.1743143477
489	0.1741818164
490	0.1740616465
491	0.1739216171
492	0.173803231
493	0.1737138079
494	0.1736074606
495	0.1735126903
496	0.1734025531
497	0.1732840769
498	0.1732009354
499	0.1730498197
500	0.1729689821
501	0.172848358
502	0.1726335201
503	0.1724764152
504	0.1723329768
505	0.1722526732
506	0.1721569363
507	0.1720355193
508	0.1719781154
509	0.1718480904
510	0.1717864992
511	0.1716480423
512	0.1715189575
513	0.171408548
514	0.1713247817
515	0.171231552
516	0.1711216424
517	0.1709742477
518	0.1708901382
519	0.170753022
520	0.1706140001
521	0.170479845
522	0.170369022
523	0.1702569862
524	0.1701414421
525	0.1699807944
526	0.1699003007
527	0.1698016086
528	0.1696504526
529	0.1694989443
530	0.1693966833
531	0.1692736194
532	0.1691542555
533	0.1690803427
534	0.1689862561
535	0.1687827763
536	0.1687059001
537	0.168631688
538	0.1685341724
539	0.168413502
540	0.1683065842
541	0.1682075243
542	0.1680329568
543	0.1679786837
544	0.1679211113
545	0.167836851
546	0.1677469073
547	0.1676332692
548	0.1675731209
549	0.1674771897
550	0.1673830204
551	0.1672664222
552	0.1671643487
553	0.167011474
554	0.1669197151
555	0.1667707693
556	0.1666227673
557	0.166580507
558	0.1664497779
559	0.166305573
560	0.1661828642
561	0.1660831626
562	0.1659915984
563	0.165909049
564	0.1658103778
565	0.1657017579
566	0.1655866504
567	0.1654428327
568	0.1653446052
569	0.1652359966
570	0.165095367
571	0.1650284496
572	0.1648964351
573	0.1648138803
574	0.1647138727
575	0.1646250375
576	0.1645379978
577	0.1643934689
578	0.1642885921
579	0.1641478406
580	0.1640063925
581	0.1639380262
582	0.1638224787
583	0.163690409
584	0.1636159521
585	0.1634495496
586	0.1633685214
587	0.1632198033
588	0.1631117592
589	0.1630071724
590	0.1629234024
591	0.1628446748
592	0.1627111899
593	0.1626504559
594	0.1625172185
595	0.1624267578
596	0.1622938654
597	0.1622011381
598	0.1620945297
599	0.1619542252
600	0.1618238006
601	0.1617119777
602	0.1615904292
603	0.1615150718
604	0.1614348612
605	0.1613053626
606	0.1611369039
607	0.1610266629
608	0.1609177124
609	0.1608233019
610	0.1607524815
611	0.1606718492
612	0.1605362971
613	0.1604423848
614	0.16035934
615	0.1602875529
616	0.1601780911
617	0.1601210549
618	0.1599893518
619	0.1598964992
620	0.1598140301
621	0.159696712
622	0.1595998658
623	0.1594076083
624	0.1592776799
625	0.1591967577
626	0.1591019995
627	0.1590233898
628	0.1589020953
629	0.1588221136
630	0.1587854304
631	0.1586667121
632	0.1585995958
633	0.1584742015
634	0.1583458249
635	0.1582888527
636	0.1581691177
637	0.1580692912
638	0.1579906982
639	0.1578634477
640	0.1577463007
641	0.157597988
642	0.1574743345
643	0.1573971043
644	0.1573279917
645	0.157222627
646	0.1571411416
647	0.1570684866
648	0.1569643287
649	0.1569271296
650	0.1568405051
651	0.156787309
652	0.1566751368
653	0.156581553
654	0.1564614543
655	0.1563810539
656	0.1562707268
657	0.1561709068
658	0.1560111176
659	0.1559202361
660	0.1558659504
661	0.1557697948
662	0.1556636035
663	0.1555393612
664	0.1554653854
665	0.1553597162
666	0.1552122122
667	0.1551449459
668	0.1550421129
669	0.1549406868
670	0.1548183624
671	0.1547168703
672	0.1546432572
673	0.1545503229
674	0.1545037622
675	0.1544174398
676	0.1543394485
677	0.1541656475
678	0.1540851492
679	0.1539759386
680	0.1539192043
681	0.1538419583
682	0.1537349644
683	0.1536570559
684	0.1535584181
685	0.1534943489
686	0.1534452822
687	0.1533382314
688	0.1532692084
689	0.1532207475
690	0.1531394094
691	0.1530492339
692	0.1529225751
693	0.1528385787
694	0.1527706723
695	0.152698915
696	0.1525950764
697	0.1524799455
698	0.1523057013
699	0.1521655099
700	0.1520937167
701	0.1519917925
702	0.1518852528
703	0.1517846188
704	0.1517114236
705	0.1516429325
706	0.1515273025
707	0.151447486
708	0.1513302555
709	0.1512384173
710	0.151120908
711	0.1510484713
712	0.1509498773
713	0.1508394206
714	0.1507491818
715	0.1506418305
716	0.1505355476
717	0.150477765
718	0.1503873843
719	0.1502894815
720	0.1502129418
721	0.150112475
722	0.150025326
723	0.1499585686
724	0.1498213181
725	0.1497222999
726	0.1496136984
727	0.149508998
728	0.1494148928
729	0.1493342092
730	0.1491709886
731	0.149110879
732	0.1490175252
733	0.1489526121
734	0.1487953335
735	0.1486576068
736	0.1486046649
737	0.1485261276
738	0.1484560045
739	0.1483289685
740	0.1482386166
741	0.1481319214
742	0.1480314154
743	0.1479719701
744	0.1478494635
745	0.147796461
746	0.1477029915
747	0.1476182546
748	0.1475288271
749	0.1474500658
750	0.1473709953
751	0.1472688616
752	0.1471920899
753	0.1470972127
754	0.1469654922
755	0.1468817771
756	0.1468028382
757	0.1467207087
758	0.1466321542
759	0.1465387573
760	0.146423692
761	0.1463171996
762	0.1461898637
763	0.1460832833
764	0.1460263722
765	0.1459753889
766	0.1458552601
767	0.1457695762
768	0.1457204053
769	0.1455957232
770	0.1455268254
771	0.1454394178
772	0.145339535
773	0.1452408133
774	0.1451345937
775	0.145041746
776	0.1449044825
777	0.144840483
778	0.1447247769
779	0.1446422219
780	0.1445924208
781	0.1444570108
782	0.1443510816
783	0.1442757881
784	0.1441788312
785	0.1441024082
786	0.1439133695
787	0.143834103
788	0.1437446955
789	0.1436642613
790	0.1436160854
791	0.1435543721
792	0.1434551435
793	0.1434049333
794	0.1432848941
795	0.1432049624
796	0.1431511239
797	0.1430078244
798	0.1429056895
799	0.1428305434
800	0.1427461334
801	0.1426539242
802	0.1425974908
803	0.1425372949
804	0.1424452342
805	0.1423735319
806	0.1423095906
807	0.1422493076
808	0.1421232207
809	0.1420313439
810	0.1419192973
811	0.1418049655
812	0.1417440872
813	0.1416606087
814	0.1415679184
815	0.1413864818
816	0.1413076401
817	0.1412644968
818	0.141176537
819	0.1410158069
820	0.1409279984
821	0.1408443064
822	0.1406695508
823	0.1405962132
824	0.1405212945
825	0.1404631107
826	0.1404029169
827	0.1403049718
828	0.1402464707
829	0.1402012701
830	0.1401019918
831	0.1400315391
832	0.1399488444
833	0.1398654114
834	0.1398369949
835	0.1397928377
836	0.1397280178
837	0.13967572
838	0.1396294498
839	0.1395503805
840	0.1394447688
841	0.1393861204
842	0.1392983723
843	0.1392016906
844	0.1391354302
845	0.1390702994
846	0.1389906349
847	0.1388993451
848	0.1387687075
849	0.1386760619
850	0.1385767323
851	0.1384526187
852	0.1383705057
853	0.1383099257
854	0.1382129271
855	0.13811002
856	0.1380010156
857	0.1378658496
858	0.1377857009
859	0.1376530496
860	0.137584992
861	0.1375067983
862	0.1373971845
863	0.1372883094
864	0.1372163021
865	0.1371157437
866	0.1370508086
867	0.1369595543
868	0.1368569348
869	0.1367858637
870	0.1366953249
871	0.1366136345
872	0.1365219646
873	0.136467325
874	0.1364273759
875	0.1363451161
876	0.1363018533
877	0.1362372958
878	0.1361817005
879	0.1361152677
880	0.1359909506
881	0.1359090857
882	0.1357656957
883	0.1357247474
884	0.1356442538
885	0.1355824709
886	0.1354885227
887	0.1354525113
888	0.1353387827
889	0.1352870124
890	0.1351759606
891	0.1351124083
892	0.135037552
893	0.1350013059
894	0.1349037387
895	0.1348224756
896	0.1347815576
897	0.1347112135
898	0.1346179616
899	0.134460592
900	0.1343542543
901	0.1342545394
902	0.1341532297
903	0.1340618053
904	0.13395646
905	0.1339098839
906	0.1338156674
907	0.1337466702
908	0.1336535845
909	0.1335615053
910	0.1334683228
911	0.1333885968
912	0.1333163652
913	0.1331657432
914	0.1329964441
915	0.1329149797
916	0.1328760255
917	0.1327735558
918	0.1326516285
919	0.1325855078
920	0.1324225646
921	0.1323466523
922	0.1323062773
923	0.1322142705
924	0.1321221628
925	0.1320261513
926	0.131976341
927	0.131832378
928	0.1317927171
929	0.1317175797
930	0.131641168
931	0.1315668233
932	0.1314090112
933	0.1313667528
934	0.1312778817
935	0.1311802382
936	0.1310833936
937	0.130931246
938	0.130892897
939	0.1308157163
940	0.1307736076
941	0.1306923779
942	0.1306169988
943	0.1305344167
944	0.1304533521
945	0.1303686183
946	0.1303049336
947	0.130135924
948	0.1300462806
949	0.1299274335
950	0.1298497515
951	0.1297053327
952	0.1295967086
953	0.1295327636
954	0.1294865177
955	0.1293781286
956	0.1293235385
957	0.1292828209
958	0.1291330575
959	0.1290535053
960	0.1289801252
961	0.1289389439
962	0.1288677617
963	0.1288357218
964	0.1287715022
965	0.1287280887
966	0.1286382516
967	0.1285611236
968	0.1284482922
969	0.1283649815
970	0.1282844599
971	0.1282381791
972	0.1281501432
973	0.1280122243
974	0.1279419511
975	0.1278736052
976	0.12777879
977	0.1277133355
978	0.1276146325
979	0.1274892998
980	0.1273944659
981	0.1272619901
982	0.1271633152
983	0.1271035173
984	0.127035691
985	0.1268852774
986	0.1268503595
987	0.1267449179
988	0.1267027275
989	0.1265874917
990	0.1265190209
991	0.1264773158
992	0.1264375136
993	0.1263716846
994	0.126281863
995	0.1262344474
996	0.1261394737
997	0.1260768359
998	0.1259245192
999	0.1258003822
